,movieId,weightedRating,similarityIndex,score,title,year
52,2266,5.0,1.0,5.0,"Butcher's Wife, The",1991
53,2262,5.0,1.0,5.0,About Last Night...,1986
54,2318,5.0,1.0,5.0,Happiness,1998
55,71106,5.0,1.0,5.0,Frequently Asked Questions About Time Travel,2009
56,408,5.0,1.0,5.0,8 Seconds,1994
57,448,5.0,1.0,5.0,Fearless,1993
58,176,5.0,1.0,5.0,Living in Oblivion,1995
59,6271,5.0,1.0,5.0,Day for Night (La Nuit Américaine),1973
60,6270,5.0,1.0,5.0,Akira Kurosawa's Dreams (Dreams),1990
61,6526,5.0,1.0,5.0,Rhapsody in August (Hachi-gatsu no kyôshikyoku),1991
62,6558,5.0,1.0,5.0,Curly Sue,1991
63,6547,5.0,1.0,5.0,Northfork,2003
64,68073,5.0,1.0,5.0,"Boat That Rocked, The (a.k.a. Pirate Radio)",2009
65,2730,5.0,1.0,5.0,Barry Lyndon,1975
66,2795,5.0,1.0,5.0,National Lampoon's Vacation,1983
67,2912,5.0,1.0,5.0,"Limey, The",1999
68,2961,5.0,1.0,5.0,"Story of Us, The",1999
69,3018,5.0,1.0,5.0,Re-Animator,1985
70,5820,5.0,1.0,5.0,Standing in the Shadows of Motown,2002
71,5992,5.0,1.0,5.0,"Hours, The",2002
72,5927,5.0,1.0,5.0,"Best Little Whorehouse in Texas, The",1982
73,6197,5.000000000000001,1.0000000000000002,5.0,Spider,2002
74,373,15.0,3.0,5.0,Red Rock West,1992
75,2970,5.0,1.0,5.0,Fitzcarraldo,1982
76,2966,10.0,2.0,5.0,"Straight Story, The",1999
77,3035,5.0,1.0,5.0,Mister Roberts,1955
78,3310,5.0,1.0,5.0,"Kid, The",1921
79,354,5.0,1.0,5.0,Cobb,1994
80,3307,5.0,1.0,5.0,City Lights,1931
81,3265,5.0,1.0,5.0,Hard-Boiled (Lat sau san taam),1992
82,3415,5.0,1.0,5.0,"Mirror, The (Zerkalo)",1975
83,3494,5.0,1.0,5.0,True Grit,1969
84,3470,5.0,1.0,5.0,Dersu Uzala,1975
85,3566,5.0,1.0,5.0,"Big Kahuna, The",2000
86,3556,5.0,1.0,5.0,"Virgin Suicides, The",1999
87,3529,5.0,1.0,5.0,"Postman Always Rings Twice, The",1981
88,3677,5.0,1.0,5.0,Baraka,1992
89,3629,10.0,2.0,5.0,"Gold Rush, The",1925
90,238,5.0,1.0,5.0,Far From Home: The Adventures of Yellow Dog,1995
91,4958,5.0,1.0,5.0,Behind Enemy Lines,2001
92,5051,5.0,1.0,5.0,Italian for Beginners (Italiensk for begyndere),2000
93,89745,5.0,1.0,5.0,"Avengers, The",2012
94,89039,5.000000000000001,1.0000000000000002,5.0,Another Earth,2011
95,3614,5.0,1.0,5.0,Honeymoon in Vegas,1992
96,3688,5.0,1.0,5.0,Porky's,1982
97,3787,5.0,1.0,5.0,Shower (Xizao),1999
98,3910,5.0,1.0,5.0,Dancer in the Dark,2000
99,56607,5.0,1.0,5.0,"Kite Runner, The",2007
100,4010,5.0,1.0,5.0,Brewster's Millions,1985
101,334,10.0,2.0,5.0,Vanya on 42nd Street,1994
102,308,5.0,1.0,5.0,Three Colors: White (Trzy kolory: Bialy),1994
103,4396,5.0,1.0,5.0,"Cannonball Run, The",1981
104,4381,5.0,1.0,5.0,"Closet, The (Placard, Le)",2001
105,4508,5.0,1.0,5.0,Gorillas in the Mist,1988
106,4448,5.0,1.0,5.0,"Score, The",2001
107,4589,5.0,1.0,5.0,Eddie and the Cruisers,1983
108,4054,5.0,1.0,5.0,Save the Last Dance,2001
109,4052,5.0,1.0,5.0,Antitrust,2001
110,4214,10.0,2.0,5.0,Revenge of the Nerds,1984
111,259,5.0,1.0,5.0,Kiss of Death,1995
112,671,10.0,2.0,5.0,Mystery Science Theater 3000: The Movie,1996
113,841,5.0,1.0,5.0,"Eyes Without a Face (Yeux sans visage, Les)",1959
114,945,5.0,1.0,5.0,Top Hat,1935
115,996,5.0,1.0,5.0,Last Man Standing,1996
116,1061,5.0,1.0,5.0,Sleepers,1996
117,1091,5.0,1.0,5.0,Weekend at Bernie's,1989
118,82459,5.0,1.0,5.0,True Grit,2010
119,117,5.0,1.0,5.0,"Young Poisoner's Handbook, The",1995
120,26082,5.0,1.0,5.0,Harakiri (Seppuku),1962
121,27317,5.000000000000001,1.0000000000000002,5.0,Audition (Ôdishon),1999
122,26554,5.0,1.0,5.0,"Quiet Earth, The",1985
123,27706,5.0,1.0,5.0,Lemony Snicket's A Series of Unfortunate Events,2004
124,27846,5.000000000000001,1.0000000000000002,5.0,"Corporation, The",2003
125,81932,9.5,2.0,4.75,"Fighter, The",2010
126,52973,9.5,2.0,4.75,Knocked Up,2007
127,48385,9.5,2.0,4.75,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006
128,1178,9.5,2.0,4.75,Paths of Glory,1957
129,1799,9.5,2.0,4.75,Suicide Kings,1997
130,1513,9.5,2.0,4.75,Romy and Michele's High School Reunion,1997
131,494,9.5,2.0,4.75,Executive Decision,1996
132,1257,9.5,2.0,4.75,Better Off Dead...,1985
133,6385,9.5,2.0,4.75,Whale Rider,2002
134,5902,9.5,2.0,4.75,Adaptation,2002
135,5971,28.5,6.0,4.75,My Neighbor Totoro (Tonari no Totoro),1988
136,3159,9.5,2.0,4.75,Fantasia 2000,1999
137,38061,9.5,2.0,4.75,Kiss Kiss Bang Bang,2005
138,1077,9.5,2.0,4.75,Sleeper,1973
139,1968,23.5,5.0,4.7,"Breakfast Club, The",1985
140,1500,14.000000000000002,3.0000000000000004,4.666666666666667,Grosse Pointe Blank,1997
141,5690,14.0,3.0,4.666666666666667,Grave of the Fireflies (Hotaru no haka),1988
142,51255,14.0,3.0,4.666666666666667,Hot Fuzz,2007
143,77658,14.000000000000002,3.0000000000000004,4.666666666666667,Cosmos,1980
144,3275,18.5,4.0,4.625,"Boondock Saints, The",2000
145,41,18.5,4.0,4.625,Richard III,1995
146,5618,50.5,11.0,4.590909090909091,Spirited Away (Sen to Chihiro no kamikakushi),2001
147,2329,36.5,8.0,4.5625,American History X,1998
148,745,41.0,9.0,4.555555555555555,Wallace & Gromit: A Close Shave,1995
149,296,191.0,42.0,4.5476190476190474,Pulp Fiction,1994
150,2019,54.5,12.0,4.541666666666667,Seven Samurai (Shichinin no samurai),1954
151,27555,4.5,1.0,4.5,Fubar,2002
152,27808,9.0,2.0,4.5,Spanglish,2004
153,53996,4.5,1.0,4.5,Transformers,2007
154,53123,4.5,1.0,4.5,Once,2006
155,53000,9.0,2.0,4.5,28 Weeks Later,2007
156,4016,4.5,1.0,4.5,"Emperor's New Groove, The",2000
157,4700,4.5,1.0,4.5,"Princess Diaries, The",2001
158,4708,4.500000000000001,1.0000000000000002,4.5,Marat/Sade,1966
159,4045,4.5,1.0,4.5,Breakheart Pass,1975
160,4041,4.5,1.0,4.5,"Officer and a Gentleman, An",1982
161,4545,4.5,1.0,4.5,Short Circuit,1986
162,4754,4.5,1.0,4.5,"Wicker Man, The",1973
163,4265,4.5,1.0,4.5,Driven,2001
164,47610,13.5,3.0,4.5,"Illusionist, The",2006
165,4291,4.5,1.0,4.5,Nine to Five (a.k.a. 9 to 5),1980
166,314,18.0,4.0,4.5,"Secret of Roan Inish, The",1994
167,34405,13.500000000000002,3.0000000000000004,4.5,Serenity,2005
168,34072,13.5,3.0,4.5,"March of the Penguins (Marche de l'empereur, La)",2005
169,82744,4.5,1.0,4.5,Faster,2010
170,26294,4.5,1.0,4.5,My Name Is Nobody (Il Mio nome è Nessuno),1973
171,27660,4.5,1.0,4.5,"Animatrix, The",2003
172,1042,9.0,2.0,4.5,That Thing You Do!,1996
173,851,4.500000000000001,1.0000000000000002,4.5,Basquiat,1996
174,866,9.0,2.0,4.5,Bound,1996
175,909,9.0,2.0,4.5,"Apartment, The",1960
176,971,4.5,1.0,4.5,Cat on a Hot Tin Roof,1958
177,48997,4.5,1.0,4.5,Perfume: The Story of a Murderer,2006
178,714,13.500000000000004,3.000000000000001,4.5,Dead Man,1995
179,4204,4.5,1.0,4.5,Losin' It,1983
180,50685,4.5,1.0,4.5,Waitress,2007
181,52885,4.5,1.0,4.5,Paprika (Papurika),2006
182,33903,4.5,1.0,4.5,"Edukators, The (Die Fetten Jahre sind vorbei)",2004
183,97168,4.500000000000001,1.0000000000000002,4.5,Marley,2012
184,50,121.5,27.0,4.5,"Usual Suspects, The",1995
185,4954,4.5,1.0,4.5,Ocean's Eleven (a.k.a. Ocean's 11),1960
186,4920,4.5,1.0,4.5,"Now, Voyager",1942
187,5068,4.5,1.0,4.5,Beijing Bicycle (Shiqi sui de dan che),2001
188,5247,4.5,1.0,4.5,Smokey and the Bandit,1977
189,5225,4.500000000000001,1.0000000000000002,4.5,And Your Mother Too (Y tu mamá también),2001
190,5386,4.5,1.0,4.5,"Pride and the Passion, The",1957
191,5377,9.0,2.0,4.5,About a Boy,2002
192,45732,4.5,1.0,4.5,My Super Ex-Girlfriend,2006
193,45501,4.5,1.0,4.5,"Break-Up, The",2006
194,5489,4.5,1.0,4.5,Nosferatu the Vampyre (Nosferatu: Phantom der Nacht),1979
195,5477,4.5,1.0,4.5,Sex and Lucia (Lucía y el sexo),2001
196,3686,4.500000000000001,1.0000000000000002,4.5,Flatliners,1990
197,3916,4.5,1.0,4.5,Remember the Titans,2000
198,56003,4.5,1.0,4.5,Southland Tales,2006
199,4008,9.0,2.0,4.5,Born on the Fourth of July,1989
200,55247,4.500000000000001,1.0000000000000002,4.5,Into the Wild,2007
201,4881,4.5,1.0,4.5,"Man Who Wasn't There, The",2001
202,321,4.5,1.0,4.5,Strawberry and Chocolate (Fresa y chocolate),1993
203,3148,9.0,2.0,4.5,"Cider House Rules, The",1999
204,2989,4.5,1.0,4.5,For Your Eyes Only,1981
205,6093,4.500000000000001,1.0000000000000002,4.5,"Last Unicorn, The",1982
206,3097,4.5,1.0,4.5,"Shop Around the Corner, The",1940
207,62849,9.0,2.0,4.5,RocknRolla,2008
208,58998,4.5,1.0,4.5,Forgetting Sarah Marshall,2008
209,3267,4.500000000000001,1.0000000000000002,4.5,"Mariachi, El",1992
210,3450,9.0,2.0,4.5,Grumpy Old Men,1993
211,3258,4.5,1.0,4.5,Death Becomes Her,1992
212,61024,4.500000000000001,1.0000000000000002,4.5,Pineapple Express,2008
213,61401,4.5,1.0,4.5,"Spirit, The",2008
214,3534,4.5,1.0,4.5,28 Days,2000
215,4980,4.5,1.0,4.5,Bill & Ted's Bogus Journey,1991
216,319,18.0,4.0,4.5,Shallow Grave,1994
217,2905,4.5,1.0,4.5,Sanjuro (Tsubaki Sanjûrô),1962
218,2948,4.5,1.0,4.5,From Russia with Love,1963
219,2729,9.0,2.0,4.5,Lolita,1962
220,64497,4.5,1.0,4.5,"Day the Earth Stood Still, The",2008
221,68554,4.5,1.0,4.5,Angels & Demons,2009
222,68848,4.500000000000001,1.0000000000000002,4.5,"Brothers Bloom, The",2008
223,68959,4.5,1.0,4.5,Fullmetal Alchemist the Movie: Conqueror of Shamballa (Gekijô-ban hagane no renkinjutsushi: Shanbara wo yuku mono),2005
224,65261,9.0,2.0,4.5,Ponyo (Gake no ue no Ponyo),2008
225,154,9.0,2.0,4.5,Beauty of the Day (Belle de jour),1967
226,6552,4.500000000000001,1.0000000000000002,4.5,Dirty Pretty Things,2002
227,6618,4.5,1.0,4.5,Shaolin Soccer (Siu lam juk kau),2001
228,6628,4.5,1.0,4.5,Hot Dog... The Movie,1984
229,6460,4.5,1.0,4.5,"Trial, The (Procès, Le)",1962
230,6214,4.5,1.0,4.5,Irreversible (Irréversible),2002
231,6299,4.5,1.0,4.5,"Winged Migration (Peuple migrateur, Le)",2001
232,2726,4.5,1.0,4.5,"Killing, The",1956
233,6303,4.5,1.0,4.5,"Andromeda Strain, The",1971
234,6319,4.5,1.0,4.5,"My Father the Hero (Mon père, ce héros.)",1991
235,70864,4.5,1.0,4.5,Botched,2007
236,70687,4.5,1.0,4.5,Paper Heart,2009
237,2406,4.5,1.0,4.5,Romancing the Stone,1984
238,6124,4.5,1.0,4.5,Savannah Smiles,1982
239,6006,4.5,1.0,4.5,Just Married,2003
240,6001,4.5,1.0,4.5,"King of Comedy, The",1983
241,5782,18.0,4.0,4.5,"Professional, The (Le professionnel)",1981
242,5692,4.5,1.0,4.5,"Mechanic, The",1972
243,44709,4.5,1.0,4.5,Akeelah and the Bee,2006
244,5885,4.5,1.0,4.5,"What to Do in Case of Fire (Was tun, wenn's brennt?)",2002
245,5608,4.5,1.0,4.5,"Das Experiment (Experiment, The)",2001
246,2918,31.5,7.0,4.5,Ferris Bueller's Day Off,1986
247,3639,4.5,1.0,4.5,"Man with the Golden Gun, The",1974
248,3679,4.500000000000001,1.0000000000000002,4.5,"Decline of Western Civilization, The",1981
249,41724,4.500000000000001,1.0000000000000002,4.5,Wal-Mart: The High Cost of Low Price,2005
250,6639,4.5,1.0,4.5,Wait Until Dark,1967
251,6777,4.5,1.0,4.5,Judgment at Nuremberg,1961
252,6893,4.5,1.0,4.5,"Italian Job, The",1969
253,6867,4.5,1.0,4.5,"Station Agent, The",2003
254,7023,4.5,1.0,4.5,"Wedding Banquet, The (Xi yan)",1993
255,6957,4.5,1.0,4.5,Bad Santa,2003
256,2203,4.5,1.0,4.5,Shadow of a Doubt,1943
257,2160,27.0,6.0,4.5,Rosemary's Baby,1968
258,71899,4.500000000000001,1.0000000000000002,4.5,Mary and Max,2009
259,2435,4.500000000000001,1.0000000000000002,4.5,Hurlyburly,1998
260,1934,4.5,1.0,4.5,You Can't Take It with You,1938
261,1952,13.5,3.0,4.5,Midnight Cowboy,1969
262,73266,4.5,1.0,4.5,Youth in Revolt,2009
263,2100,4.5,1.0,4.5,Splash,1984
264,88094,4.500000000000001,1.0000000000000002,4.5,Upside Down: The Creation Records Story,2010
265,1591,4.5,1.0,4.5,Spawn,1997
266,76077,4.5,1.0,4.5,Hot Tub Time Machine,2010
267,74946,4.5,1.0,4.5,She's Out of My League,2010
268,1611,4.500000000000001,1.0000000000000002,4.5,My Own Private Idaho,1991
269,77833,4.500000000000001,1.0000000000000002,4.5,Armadillo,2010
270,97,4.500000000000001,1.0000000000000002,4.5,"Hate (Haine, La)",1995
271,7419,4.5,1.0,4.5,After Hours,1985
272,7445,4.5,1.0,4.5,Man on Fire,2004
273,7151,4.5,1.0,4.5,Girl with a Pearl Earring,2003
274,7154,4.5,1.0,4.5,Mona Lisa Smile,2003
275,7099,36.0,8.0,4.5,Nausicaä of the Valley of the Wind (Kaze no tani no Naushika),1984
276,40278,4.5,1.0,4.5,Jarhead,2005
277,1845,4.500000000000001,1.0000000000000002,4.5,Zero Effect,1998
278,43560,4.5,1.0,4.5,Nanny McPhee,2005
279,86892,4.500000000000001,1.0000000000000002,4.5,"Man from Nowhere, The (Ajeossi)",2010
280,2248,13.5,3.0,4.5,Say Anything...,1989
281,79357,4.500000000000001,1.0000000000000002,4.5,Mr. Nobody,2009
282,1303,4.5,1.0,4.5,"Man Who Would Be King, The",1975
283,1373,4.5,1.0,4.5,Star Trek V: The Final Frontier,1989
284,6945,4.5,1.0,4.5,My Architect: A Son's Journey,2003
285,8914,4.5,1.0,4.5,Primer,2004
286,8950,9.0,2.0,4.5,"Machinist, The (Maquinista, El)",2004
287,1278,9.0,2.0,4.5,Young Frankenstein,1974
288,1300,4.500000000000001,1.0000000000000002,4.5,My Life as a Dog (Mitt liv som hund),1985
289,8530,4.5,1.0,4.5,Dear Frankie,2004
290,8533,4.5,1.0,4.5,"Notebook, The",2004
291,8376,4.5,1.0,4.5,Napoleon Dynamite,2004
292,8340,4.5,1.0,4.5,Escape from Alcatraz,1979
293,7884,4.500000000000001,1.0000000000000002,4.5,Highway 61,1991
294,7915,4.5,1.0,4.5,Samurai Fiction (SF: Episode One),1998
295,8807,13.500000000000002,3.0000000000000004,4.5,Harold and Kumar Go to White Castle,2004
296,1284,4.5,1.0,4.5,"Big Sleep, The",1946
297,37240,4.5,1.0,4.5,Why We Fight,2005
298,7926,4.5,1.0,4.5,High and Low (Tengoku to jigoku),1963
299,7700,4.5,1.0,4.5,"Wages of Fear, The (Salaire de la peur, Le)",1953
300,7743,4.500000000000001,1.0000000000000002,4.5,Explorers,1985
301,1209,9.0,2.0,4.5,Once Upon a Time in the West (C'era una volta il West),1968
302,1211,4.500000000000001,1.0000000000000002,4.5,"Wings of Desire (Himmel über Berlin, Der)",1987
303,7745,4.5,1.0,4.5,"Scent of Green Papaya, The (Mùi du du xhan - L'odeur de la papaye verte)",1993
304,529,27.0,6.0,4.5,Searching for Bobby Fischer,1993
305,1172,9.0,2.0,4.5,Cinema Paradiso (Nuovo cinema Paradiso),1989
306,1212,9.0,2.0,4.5,"Third Man, The",1949
307,1088,13.5,3.0,4.5,Dirty Dancing,1987
308,81804,4.5,1.0,4.5,Wild Target,2010
309,33154,4.500000000000001,1.0000000000000002,4.5,Enron: The Smartest Guys in the Room,2005
310,32657,4.500000000000001,1.0000000000000002,4.5,"Man Who Planted Trees, The (Homme qui plantait des arbres, L')",1987
311,100383,4.500000000000001,1.0000000000000002,4.5,Side Effects,2013
312,97938,4.500000000000001,1.0000000000000002,4.5,Life of Pi,2012
313,1148,40.00000000000001,9.000000000000002,4.444444444444445,Wallace & Gromit: The Wrong Trousers,1993
314,1201,35.5,8.0,4.4375,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il)",1966
315,720,26.5,6.0,4.416666666666667,Wallace & Gromit: The Best of Aardman Animation,1996
316,903,26.5,6.0,4.416666666666667,Vertigo,1958
317,1204,26.500000000000004,6.000000000000001,4.416666666666667,Lawrence of Arabia,1962
318,1090,26.5,6.0,4.416666666666667,Platoon,1986
319,48780,22.0,5.0,4.4,"Prestige, The",2006
320,68237,22.000000000000004,5.000000000000001,4.4,Moon,2009
321,55820,22.0,5.0,4.4,No Country for Old Men,2007
322,26776,22.000000000000004,5.000000000000001,4.4,Porco Rosso (Crimson Pig) (Kurenai no buta),1992
323,1245,22.000000000000004,5.000000000000001,4.4,Miller's Crossing,1990
324,1203,22.0,5.0,4.4,12 Angry Men,1957
325,858,109.5,25.0,4.38,"Godfather, The",1972
326,1266,35.0,8.0,4.375,Unforgiven,1992
327,3210,17.5,4.0,4.375,Fast Times at Ridgemont High,1982
328,2467,17.5,4.0,4.375,"Name of the Rose, The (Name der Rose, Der)",1986
329,1199,35.0,8.0,4.375,Brazil,1985
330,5903,17.5,4.0,4.375,Equilibrium,2002
331,1663,17.5,4.0,4.375,Stripes,1981
332,647,13.0,3.0,4.333333333333333,Courage Under Fire,1996
333,31658,39.0,9.0,4.333333333333333,Howl's Moving Castle (Hauru no ugoku shiro),2004
334,35836,13.0,3.0,4.333333333333333,"40-Year-Old Virgin, The",2005
335,3462,13.0,3.0,4.333333333333333,Modern Times,1936
336,5954,13.0,3.0,4.333333333333333,25th Hour,2002
337,3429,13.0,3.0,4.333333333333333,Creature Comforts,1989
338,2951,13.0,3.0,4.333333333333333,"Fistful of Dollars, A (Per un pugno di dollari)",1964
339,2915,13.0,3.0,4.333333333333333,Risky Business,1983
340,3030,26.0,6.0,4.333333333333333,Yojimbo,1961
341,2423,13.0,3.0,4.333333333333333,Christmas Vacation (National Lampoon's Christmas Vacation),1989
342,805,13.0,3.0,4.333333333333333,"Time to Kill, A",1996
343,3552,13.000000000000002,3.0000000000000004,4.333333333333333,Caddyshack,1980
344,3499,13.0,3.0,4.333333333333333,Misery,1990
345,30749,34.5,8.0,4.3125,Hotel Rwanda,2004
346,318,146.5,34.0,4.3088235294117645,"Shawshank Redemption, The",1994
347,3471,21.5,5.0,4.3,Close Encounters of the Third Kind,1977
348,33794,43.0,10.0,4.3,Batman Begins,2005
349,25,51.5,12.0,4.291666666666667,Leaving Las Vegas,1995
350,1208,51.50000000000001,12.000000000000002,4.291666666666667,Apocalypse Now,1979
351,1527,60.00000000000001,14.000000000000002,4.285714285714286,"Fifth Element, The",1997
352,1213,60.0,14.0,4.285714285714286,Goodfellas,1990
353,1193,60.0,14.0,4.285714285714286,One Flew Over the Cuckoo's Nest,1975
354,4011,38.5,9.0,4.277777777777778,Snatch,2000
355,96606,8.500000000000002,2.0000000000000004,4.25,Samsara,2011
356,5881,8.5,2.0,4.25,Solaris,2002
357,6721,8.5,2.0,4.25,Once Upon a Time in China (Wong Fei Hung),1991
358,5500,8.5,2.0,4.25,Top Secret!,1984
359,913,8.5,2.0,4.25,"Maltese Falcon, The",1941
360,3019,8.500000000000002,2.0000000000000004,4.25,Drugstore Cowboy,1989
361,2542,25.500000000000004,6.000000000000001,4.25,"Lock, Stock & Two Smoking Barrels",1998
362,70286,17.0,4.0,4.25,District 9,2009
363,45728,8.5,2.0,4.25,Clerks II,2006
364,5064,8.5,2.0,4.25,The Count of Monte Cristo,2002
365,47099,8.5,2.0,4.25,"Pursuit of Happyness, The",2006
366,5291,17.0,4.0,4.25,Rashomon (Rashômon),1950
367,6796,8.5,2.0,4.25,Boyz N the Hood,1991
368,6773,8.5,2.0,4.25,"Triplets of Belleville, The (Les triplettes de Belleville)",2003
369,1104,8.5,2.0,4.25,"Streetcar Named Desire, A",1951
370,1210,76.5,18.0,4.25,Star Wars: Episode VI - Return of the Jedi,1983
371,2176,8.5,2.0,4.25,Rope,1948
372,2300,8.5,2.0,4.25,"Producers, The",1968
373,30822,8.5,2.0,4.25,In Good Company,2004
374,3000,42.50000000000001,10.000000000000002,4.25,Princess Mononoke (Mononoke-hime),1997
375,3176,17.000000000000004,4.000000000000001,4.25,"Talented Mr. Ripley, The",1999
376,81229,8.5,2.0,4.25,Red,2010
377,3735,8.5,2.0,4.25,Serpico,1973
378,3503,8.5,2.0,4.25,Solaris (Solyaris),1972
379,2360,8.500000000000002,2.0000000000000004,4.25,"Celebration, The (Festen)",1998
380,527,110.5,26.0,4.25,Schindler's List,1993
381,64839,17.000000000000004,4.000000000000001,4.25,"Wrestler, The",2008
382,65514,8.5,2.0,4.25,Ip Man,2008
383,2067,8.5,2.0,4.25,Doctor Zhivago,1965
384,1734,8.5,2.0,4.25,My Life in Pink (Ma vie en rose),1997
385,3104,8.5,2.0,4.25,Midnight Run,1988
386,904,25.5,6.0,4.25,Rear Window,1954
387,88129,8.500000000000002,2.0000000000000004,4.25,Drive,2011
388,3301,8.5,2.0,4.25,"Whole Nine Yards, The",2000
389,3037,8.5,2.0,4.25,Little Big Man,1970
390,51540,8.5,2.0,4.25,Zodiac,2007
391,48394,25.5,6.0,4.25,"Pan's Labyrinth (Laberinto del fauno, El)",2006
392,2572,8.5,2.0,4.25,10 Things I Hate About You,1999
393,4128,8.5,2.0,4.25,"Lost Boys, The",1987
394,49530,17.0,4.0,4.25,Blood Diamond,2006
395,4228,8.5,2.0,4.25,Heartbreakers,2001
396,32,106.0,25.0,4.24,Twelve Monkeys (a.k.a. 12 Monkeys),1995
397,1221,63.5,15.0,4.233333333333333,"Godfather: Part II, The",1974
398,6016,38.00000000000001,9.000000000000002,4.222222222222222,City of God (Cidade de Deus),2002
399,1997,29.5,7.0,4.214285714285714,"Exorcist, The",1973
400,2858,101.0,24.0,4.208333333333333,American Beauty,1999
401,785,21.0,5.0,4.2,Kingpin,1996
402,3448,21.0,5.0,4.2,"Good Morning, Vietnam",1987
403,2571,126.00000000000001,30.000000000000004,4.2,"Matrix, The",1999
404,1921,21.000000000000004,5.000000000000001,4.2,Pi,1998
405,953,21.0,5.0,4.2,It's a Wonderful Life,1946
406,1217,21.0,5.0,4.2,Ran,1985
407,56367,21.0,5.0,4.2,Juno,2007
408,2908,21.0,5.0,4.2,Boys Don't Cry,1999
409,2324,33.5,8.0,4.1875,Life Is Beautiful (La Vita è bella),1997
410,1258,46.0,11.0,4.181818181818182,"Shining, The",1980
411,4226,58.50000000000001,14.000000000000002,4.178571428571429,Memento,2000
412,6281,12.5,3.0,4.166666666666667,Phone Booth,2002
413,290,12.500000000000002,3.0000000000000004,4.166666666666667,Once Were Warriors,1994
414,5956,12.5,3.0,4.166666666666667,Gangs of New York,2002
415,5952,75.0,18.0,4.166666666666667,"Lord of the Rings: The Two Towers, The",2002
416,94466,12.500000000000002,3.0000000000000004,4.166666666666667,Black Mirror,2011
417,1147,12.5,3.0,4.166666666666667,When We Were Kings,1996
418,535,12.5,3.0,4.166666666666667,Short Cuts,1993
419,1265,62.5,15.0,4.166666666666667,Groundhog Day,1993
